品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
東芝,RAS-13J2KV-HK,U1-C190173,2019,1,365,3.42,4.8478,R410A,1,41,4.03,4.3822,東芝香港有限公司,是
東芝,RAS-10J2KV-HK,U1-C190172,2019,1,279,2.47,4.5342,R410A,1,32,3.12,4.3572,東芝香港有限公司,是
格力,GISF224BXAE/GISF224BXAC,U1-C190162,2019,1,660,7.08,5.3893,R410A,1,73,7.37,4.3458,太平家庭電器,是
格力,GISF218BXAE/GISF218BXAC,U1-C190161,2019,1,536,5.25,5.0013,R410A,1,58,5.54,4.0112,太平家庭電器,是
格力,GISF212BXAE/GISF212BXAC,U1-C190160,2019,1,348,3.50,5.1143,R410A,1,38,3.69,4.0638,太平家庭電器,是
格力,GISF209BXAE/GISF209BXAC,U1-C190159,2019,1,260,2.70,5.1276,R410A,1,27,2.90,4.4590,太平家庭電器,是
格力,GICF224BXAE/GICF224BXAC,U1-C190158,2019,1,692,7.10,5.1389,R410A,不適用,—,—,—,太平家庭電器,是
格力,GICF218BXAE/GICF218BXAC,U1-C190157,2019,1,527,5.39,5.0891,R410A,不適用,—,—,—,太平家庭電器,是
格力,GICF212BXAE/GICF212BXAC,U1-C190156,2019,1,353,3.58,5.0407,R410A,不適用,—,—,—,太平家庭電器,是
格力,GICF209BXAE/GICF209BXAC,U1-C190155,2019,1,255,2.77,5.2325,R410A,不適用,—,—,—,太平家庭電器,是
格力,GSAF224XAE / GSAF224XAC,U1-C190154,2019,2,993,7.04,3.5797,R410A,不適用,—,—,—,太平家庭電器,否
格力,GSAF218XAE / GSAF218XAC,U1-C190153,2019,2,768,5.57,3.5555,R410A,不適用,—,—,—,太平家庭電器,否
格力,GSAF212XAE / GSAF212XAC,U1-C190152,2019,2,502,3.65,3.6060,R410A,不適用,—,—,—,太平家庭電器,否
格力,GSAF209XAE / GSAF209XAC,U1-C190151,2019,2,367,2.77,3.6761,R410A,不適用,—,—,—,太平家庭電器,否
冰點,FI-50HRA/FU-50HRA,U1-C190141,2019,1,455,4.99,5.5544,R410A,1,52,4.96,4.1850,冰點空調(香港)有限公司,是
大金,FTHM35RAV1N / RHM35RAV1N,U1-C190126,2019,1,346,3.46,5.1171,R32,1,32,3.60,4.7398,大金冷氣(香港)有限公司,是
大金,FTHM25RAV1N / RHM25RAV1N,U1-C190125,2019,1,189,2.61,6.6993,R32,1,22,2.55,4.8560,大金冷氣(香港)有限公司,是
奧瑪,GAC-S1825H,U1-C190122,2019,1,536,5.25,5.0013,R410A,1,58,5.54,4.0112,康富電器貿易有限公司,是
奧瑪,GAC-S1226SH,U1-C190121,2019,1,341,3.34,4.7408,R410A,1,31,3.42,4.5352,康富電器貿易有限公司,是
奧瑪,GAC-S926SH,U1-C190120,2019,1,271,2.66,4.8491,R410A,1,28,2.78,4.2360,康富電器貿易有限公司,是
快意寶,S1815H-PAC,U1-C190119,2019,1,536,5.25,5.0013,R410A,1,58,5.54,4.0112,康富電器貿易有限公司,是
快意寶,S1216H-PAC,U1-C190118,2019,1,341,3.34,4.7408,R410A,1,31,3.42,4.5352,康富電器貿易有限公司,是
快意寶,S0916H-PAC,U1-C190117,2019,1,271,2.66,4.8491,R410A,1,28,2.78,4.2360,康富電器貿易有限公司,是
三菱重工,SRK60ZSXH-S/SRC60ZSXH-S,U1-C190113,2019,1,552,5.97,5.5822,R410A,1,57,6.83,5.1790,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK50ZSXH-S/SRC50ZSXH-S,U1-C190112,2019,1,419,5.07,6.0387,R410A,1,49,6.01,5.2774,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK35ZSXH-S/SRC35ZSXH-S,U1-C190111,2019,1,240,3.63,7.3621,R410A,1,31,4.38,6.0030,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK25ZSXH-S/SRC25ZSXH-S,U1-C190110,2019,1,161,2.56,7.8599,R410A,1,23,3.13,6.0565,三菱重工業(香港)有限公司冷熱事業部,是
卓爾,SAC-S18K15H,U1-C190109,2019,1,536,5.25,5.0013,R410A,1,58,5.54,4.0112,康富電器貿易有限公司,是
卓爾,SAC-S12K16SH,U1-C190108,2019,1,341,3.34,4.7408,R410A,1,31,3.42,4.5352,康富電器貿易有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
三菱重工,SRK50ZSH-S / SRC50ZSH-S,U1-C190103,2019,1,496,4.94,5.0915,R410A,1,51,5.74,4.8882,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK35ZSH-S / SRC35ZSH-S,U1-C190102,2019,1,316,3.49,5.6028,R410A,1,33,4.01,5.1849,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK25ZSH-S / SRC25ZSH-S,U1-C190101,2019,1,192,2.52,6.5676,R410A,1,26,3.18,5.2493,三菱重工業(香港)有限公司冷熱事業部,是
卓爾,SAC-S9K16SH,U1-C190088,2019,1,271,2.66,4.8491,R410A,1,28,2.78,4.2360,康富電器貿易有限公司,是
美的,MSABE-24HRFN1,U1-C190035,2019,1,743,7.06,4.7875,R410A,1,78,7.29,4.0516,美的電器(香港)有限公司,是
美的,MSABE-18HRFN1,U1-C190034,2019,1,466,4.94,5.4181,R410A,1,58,5.64,4.2572,美的電器(香港)有限公司,是
美的,MSABB-12HRFN1,U1-C190033,2019,1,330,3.58,5.3832,R410A,1,33,3.54,4.5814,美的電器(香港)有限公司,是
美的,MSABB-09HRFN1,U1-C190032,2019,1,235,2.59,5.6825,R410A,1,24,2.61,4.8466,美的電器(香港)有限公司,是
樂信牌,RS-PV24VK / RU-PV24VK,U1-C190022,2019,4,1134,6.58,2.9858,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-PV18VK / RU-PV18VK,U1-C190021,2019,4,878,4.95,2.9583,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-PV12VK / RU-PV12VK,U1-C190020,2019,4,538,3.25,3.0729,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-PV9VK / RU-PV9VK,U1-C190019,2019,4,448,2.63,2.9893,R410A,不適用,—,—,—,信興電工工程有限公司,否
三星,AR12NXPXBWKN,U1-C190007,2019,1,373,3.48,4.7384,R32,1,38,3.56,3.9510,三星,是
三星,AR09NXPXBWKN,U1-C190006,2019,1,244,2.49,5.1745,R32,1,35,3.26,3.9573,三星,是
三菱重工,SRK50ZS-S / SRC50ZS-S,U1-C180169,2018,1,496,4.94,5.0915,R410A,1,51,5.74,4.8882,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK35ZS-S / SRC35ZS-S,U1-C180168,2018,1,316,3.49,5.6028,R410A,1,33,4.01,5.1849,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK25ZS-S / SRC25ZS-S,U1-C180167,2018,1,192,2.52,6.5676,R410A,1,26,3.18,5.2493,三菱重工業(香港)有限公司冷熱事業部,是
日立牌,RAS-DX24CHK/RAC-DX24CHK,U1-C180116,2018,1,728,6.55,4.7186,R410A,1,73,6.80,4.0574,阿奇立克日立家電(香港)有限公司,是
三星,AR09NVWSBWKN,U1-C180108,2018,1,268,2.72,4.9758,R410A,不適用,—,—,—,三星,是
三星,AR12NVWSBWKN,U1-C180107,2018,1,333,3.26,4.9095,R410A,不適用,—,—,—,三星,是
三星,AR18NVWSBWKN,U1-C180106,2018,1,515,5.06,4.9113,R410A,不適用,—,—,—,三星,是
三星,AR24NVWSBWKN,U1-C180105,2018,1,644,6.07,4.7101,R410A,不適用,—,—,—,三星,是
三星,AR18NSPXBWKN,U1-C180104,2018,1,525,5.09,4.8152,R410A,1,64,6.14,4.0624,三星,是
珍寶,ASWX09LECA/AOWX09LETA,U1-C180102,2018,1,235,2.62,5.6976,R410a,1,27,3.30,5.1435,第一電業有限公司,是
珍寶,ASWX12LECA/AOWX12LETA,U1-C180101,2018,1,305,3.18,5.3024,R410a,1,32,3.70,4.9080,第一電業有限公司,是
Trane,4MYW4524HABAA,U1-C180100,2018,1,692,7.10,5.1389,R410A,不適用,—,—,—,Trane Hong Kong,是
Trane,4MYW4509HABAA,U1-C180099,2018,1,266,2.77,5.0234,R410A,不適用,—,—,—,Trane Hong Kong,是
Trane,4MYW4512HABAA,U1-C180098,2018,1,333,3.68,5.3386,R410A,不適用,—,—,—,Trane Hong Kong,是
Trane,4MYW4518HABAA,U1-C180097,2018,1,527,5.39,5.0891,R410A,不適用,—,—,—,Trane Hong Kong,是
東芝,RAS-B10N3KV2-E,U1-C180091,2018,1,227,2.46,5.5618,R410A,1,28,3.12,4.9591,開利(香港)有限公司,是
樂信牌,RS-YS24UK / RU-YS24UK,U1-C180090,2014,1,624,6.89,5.5070,R410A,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CS-YS24UKA1/CU-YS24UKA1,U1-C180089,2014,1,624,6.89,5.5070,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YS24UKA / CU-YS24UKA,U1-C180088,2014,1,624,6.89,5.5070,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-PS24UKA / CU-PS24UKA,U1-C180087,2014,1,624,6.89,5.5070,R410A,不適用,—,—,—,信興電器貿易有限公司,是
日立牌,RAS-X24CCK / RAC-X24CCK,U1-C180072,2014,1,731,6.59,4.7001,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
大松,S12H35N / S12H35U,U1-C180071,2014,1,358,3.26,4.5174,R410A,1,31,3.42,4.5352,宏俊有限公司,是
大松,S09H35N / S09H35U,U1-C180070,2014,1,291,2.62,4.5120,R410A,1,28,2.78,4.2360,宏俊有限公司,是
Panasonic,CS-YS18UKA1/CU-YS18UKA1,U1-C180064,2014,1,492,5.05,5.2571,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YS12UKA1/CU-YS12UKA1,U1-C180063,2014,1,336,3.42,5.1189,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YS9UKA1/CU-YS9UKA1,U1-C180062,2014,1,262,2.52,4.8184,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YE24UKA1/CU-YE24UKA1,U1-C180061,2014,1,641,6.88,5.3605,R410A,1,81,8.74,4.6068,信興電器貿易有限公司,是
Panasonic,CS-YE18UKA1/CU-YE18UKA1,U1-C180060,2014,1,426,5.04,5.9312,R410A,1,52,5.73,4.8673,信興電器貿易有限公司,是
Panasonic,CS-YE12UKA1/CU-YE12UKA1,U1-C180059,2014,1,301,3.45,5.8859,R410A,1,35,4.04,5.1192,信興電器貿易有限公司,是
Panasonic,CS-YE9UKA1/CU-YE9UKA1,U1-C180058,2014,1,232,2.60,5.4501,R410A,1,31,3.27,4.6149,信興電器貿易有限公司,是
Panasonic,CS-YS18UKA / CU-YS18UKA,U1-C180023,2014,1,492,5.05,5.2571,R410a,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YS12UKA / CU-YS12UKA,U1-C180022,2014,1,336,3.42,5.1189,R410a,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YS9UKA / CU-YS9UKA,U1-C180021,2014,1,262,2.52,4.8184,R410a,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-PS18UKA / CU-PS18UKA,U1-C180014,2014,1,492,5.05,5.2571,R410a,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-PS12UKA / CU-PS12UKA,U1-C180013,2014,1,336,3.42,5.1189,R410a,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-PS9UKA / CU-PS9UKA,U1-C180012,2014,1,262,2.52,4.8184,R410a,不適用,—,—,—,信興電器貿易有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
樂信牌,RS-YS18UK / RU-YS18UK,U1-C180011,2014,1,492,5.05,5.2571,R410a,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-YS12UK / RU-YS12UK,U1-C180010,2014,1,336,3.42,5.1189,R410a,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-YS9UK / RU-YS9UK,U1-C180009,2014,1,262,2.52,4.8184,R410a,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-RE24UK / RU-RE24UK,U1-C180008,2014,1,641,6.88,5.3605,R410a,1,81,8.74,4.6068,信興電工工程有限公司,是
樂信牌,RS-RE18UK / RU-RE18UK,U1-C180007,2014,1,426,5.04,5.9312,R410a,1,52,5.73,4.8673,信興電工工程有限公司,是
樂信牌,RS-RE12UK / RU-RE12UK,U1-C180006,2014,1,301,3.45,5.8859,R410a,1,35,4.04,5.1192,信興電工工程有限公司,是
樂信牌,RS-RE9UK / RU-RE9UK,U1-C180005,2014,1,232,2.60,5.4501,R410a,1,31,3.27,4.6149,信興電工工程有限公司,是
珍寶,ASWX18LECA/AOWX18LETA,U1-C170314,2014,1,509,5.51,5.2601,R410a,1,45,5.23,5.0520,第一電業有限公司,是
珍寶,ASWX18JECA/AOWX18JETA,U1-C170313,2014,1,493,5.54,5.4365,R410a,不適用,—,—,—,第一電業有限公司,是
格力,GSA824AE / GSA824AC,U1-C170267,2014,2,993,7.04,3.5797,R410A,不適用,—,—,—,太平家庭電器,否
格力,GSA818AE / GSA818AC,U1-C170266,2014,2,768,5.57,3.5555,R410A,不適用,—,—,—,太平家庭電器,否
格力,GSA812AE / GSA812AC,U1-C170265,2014,2,502,3.65,3.6060,R410A,不適用,—,—,—,太平家庭電器,否
格力,GSA809AE / GSA809AC,U1-C170253,2014,2,367,2.77,3.6761,R410A,不適用,—,—,—,太平家庭電器,否
日立牌,RAS-DX18CSK/RAC-DX18CSK,U1-C170247,2014,1,577,5.09,4.6444,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-DX13CSK/RAC-DX13CSK,U1-C170246,2014,1,293,3.17,5.5284,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-DX10CSK/RAC-DX10CSK,U1-C170245,2014,1,251,2.50,5.0360,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
約克,YDEK24 / YDDK24,U1-C170242,2014,1,679,7.20,5.2369,R410A,1,73,7.37,4.3458,江森自控香港有限公司,是
約克,YDEK18 / YDDK18,U1-C170241,2014,1,517,5.45,5.1859,R410A,1,58,5.54,4.0112,江森自控香港有限公司,是
約克,YDEK12 / YDDK12,U1-C170240,2014,1,350,3.55,5.0881,R410A,1,38,3.69,4.0638,江森自控香港有限公司,是
約克,YDEK09 / YDDK09,U1-C170239,2014,1,255,2.78,5.2397,R410A,1,29,2.89,4.1292,江森自控香港有限公司,是
約克,YDEC24 / YDDC24,U1-C170218,2014,2,993,7.04,3.5797,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YDEC18 / YDDC18,U1-C170217,2014,2,768,5.57,3.5555,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YDEC12 / YDDC12,U1-C170216,2014,2,502,3.65,3.6060,R410A,不適用,—,—,—,江森自控香港有限公司,否
約克,YDEC09 / YDDC09,U1-C170215,2014,2,367,2.77,3.6761,R410A,不適用,—,—,—,江森自控香港有限公司,否
東芝,RAS-22N3KCV(HK)1,U1-C170212,2014,1,575,6.06,5.2777,R410A,不適用,—,—,—,東芝香港有限公司,是
樂信牌,RS-V7RW-1 / RU-V7RW-1,U1-C170199,2014,4,359,2.05,2.9822,R410A,不適用,—,—,—,信興電工工程有限公司,否
珍寶,ASWX12JECA/AOWX12JETA,U1-C170198,2014,1,288,3.30,5.6090,R410A,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWX09JECA/AOWX09JETA,U1-C170197,2014,1,248,2.63,5.3979,R410A,不適用,—,—,—,第一電業有限公司,是
小天鵝,SSAB-18CRU1,U1-C170179,2014,2,725,5.13,3.6778,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
小天鵝,SSAB-12CRU1,U1-C170178,2014,2,490,3.46,3.6316,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
小天鵝,SSAB-09CRU1,U1-C170177,2014,2,359,2.72,3.7192,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
樂信牌,RS-LS12TK / RU-LS12TK,U1-C170163,2014,1,305,3.26,5.3017,R410A,不適用,—,—,—,信興電工工程有限公司,是
卓爾,SAC-S18K13V,U1-C170144,2014,1,527,5.39,5.0891,R410A,不適用,—,—,—,康富電器貿易有限公司,是
卓爾,SAC-S18K12,U1-C170143,2014,2,768,5.57,3.5555,R410A,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,SAC-S12K13V,U1-C170142,2014,1,333,3.68,5.3386,R410A,不適用,—,—,—,康富電器貿易有限公司,是
卓爾,SAC-S9K13V,U1-C170141,2014,1,266,2.77,5.0234,R410A,不適用,—,—,—,康富電器貿易有限公司,是
快意寶,S1813V-PAC,U1-C170140,2014,1,527,5.39,5.0891,R410A,不適用,—,—,—,康富電器貿易有限公司,是
快意寶,S1812-PAC,U1-C170139,2014,2,768,5.57,3.5555,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,S1213V-PAC,U1-C170138,2014,1,333,3.68,5.3386,R410A,不適用,—,—,—,康富電器貿易有限公司,是
快意寶,S0913V-PAC,U1-C170137,2014,1,266,2.77,5.0234,R410A,不適用,—,—,—,康富電器貿易有限公司,是
格力,GIM12AE / GIM12AC,U1-C170132,2014,1,358,3.26,4.5174,R410A,1,31,3.42,4.5352,太平家庭電器,是
格力,GIM09AE / GIM09AC,U1-C170131,2014,1,291,2.62,4.5120,R410A,1,28,2.78,4.2360,太平家庭電器,是
卓爾,SAC-S9K11S,U1-C170103,2014,3,398,2.51,3.1734,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,S911-PACS,U1-C170102,2014,3,398,2.51,3.1734,R410A,不適用,—,—,—,康富電器貿易有限公司,否
美的,MSSAB-12CRDU1,U1-C170073,2014,1,336,3.34,4.8512,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MSSAB-09CRDU1,U1-C170072,2014,1,257,2.64,5.1934,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MSAB-18CRU1,U1-C170071,2014,2,725,5.13,3.6778,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MSAB-09CRU1,U1-C170070,2014,2,359,2.72,3.7192,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
美的,MSAB-12CRU1,U1-C170050,2014,2,490,3.46,3.6316,R410A,不適用,—,—,—,美的電器(香港)有限公司,否
三菱電機,MSY-GK18VA / MUY-GK18VA,U1-C160443,2014,1,426,5.47,6.0475,R410A,不適用,—,—,—,三菱電機,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
日立牌,RAS-DX18HDK/RAC-DX18HDK,U1-C160414,2014,1,581,5.39,4.6118,R410A,1,48,4.37,4.0408,阿奇立克日立家電(香港)有限公司,是
韓國現代,KW18A / KW18B,U1-C160403,2014,1,482,5.27,5.5370,R410A,1,53,5.41,4.3012,數碼港科技有限公司,是
韓國現代,KW12A / KW12B,U1-C160402,2014,1,361,3.60,4.9018,R410A,1,40,3.84,4.1801,數碼港科技有限公司,是
韓國現代,KW09A / KW09B,U1-C160401,2014,1,295,2.67,4.5203,R410A,1,30,2.59,3.8134,數碼港科技有限公司,是
樂信牌,RS-LE12SK / RU-LE12SK,U1-C160295,2014,1,326,3.29,4.9666,R410A,1,34,3.65,4.5575,信興電工工程有限公司,是
樂信牌,RS-LE9SK / RU-LE9SK,U1-C160294,2014,1,249,2.46,5.0706,R410A,1,31,3.29,4.5071,信興電工工程有限公司,是
日立牌,RAS-X10CCK / RAC-X10CCK,U1-C160225,2014,1,271,2.64,4.9419,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-X18CCK / RAC-X18CCK,U1-C160222,2014,1,527,5.32,5.0843,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-X13CCK / RAC-X13CCK,U1-C160221,2014,1,356,3.51,5.1159,R410A,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
三菱重工,SRK71ZRH-S/SRC71ZRH-S,U1-C160161,2014,1,667,7.15,5.3805,R410A,1,71,8.27,4.8745,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK63ZRH-S/SRC63ZRH-S,U1-C160160,2014,1,555,6.37,5.7342,R410A,1,58,7.33,5.3411,三菱重工業(香港)有限公司冷熱事業部,是
東芝,RAS-22N3KCV(HK)1,U1-C160115,2014,1,575,6.06,5.2777,R410A,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-10N3KCV(HK)1,U1-C160114,2014,1,253,2.58,4.9985,R410A,不適用,—,—,—,開利(香港)有限公司,是
麥克維爾,M5WMY25LR/M5LCY25CR,U1-C160089,2014,1,626,6.21,5.0864,R410A,1,59,6.30,4.6696,麥克維爾,是
麥克維爾,M5WMY20LR/M5LCY18CR,U1-C160088,2014,1,593,5.53,4.7176,R410A,1,52,5.62,4.7237,麥克維爾,是
麥克維爾,M5WMY15LR/M5LCY15FR,U1-C160087,2014,1,359,3.25,4.7888,R410A,1,34,3.51,4.5353,麥克維爾,是
麥克維爾,M5WMY10LR/M5LCY10FR,U1-C160086,2014,1,265,2.54,4.8633,R410A,1,31,2.71,4.0124,麥克維爾,是
珍寶,ASWG24LFCB/AOWG24LFCB,U1-C150220,2014,1,692,7.47,5.1867,R410A,1,73,8.42,4.7521,第一電業有限公司,是
珍寶,ASWG24JFCB/AOWG24JFCB,U1-C150219,2014,1,699,7.45,5.1353,R410A,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWG18LFCB/AOWG18LFCB,U1-C150218,2014,1,484,5.41,5.4361,R410A,1,56,6.72,4.8386,第一電業有限公司,是
三菱電機,MSY-GF24VA / MUY-GF24VA,U1-C150216,2014,1,571,6.77,5.8433,R410A,不適用,—,—,—,三菱電機,是
三菱電機,MSY-GJ13VA / MUY-GJ13VA,U1-C150214,2014,1,336,3.35,4.8154,R410A,不適用,—,—,—,三菱電機,是
三菱電機,MSY-GJ10VA / MUY-GJ10VA,U1-C150213,2014,1,276,2.73,4.7548,R410A,不適用,—,—,—,三菱電機,是
東芝,RAS-10N3KV-HK1,U1-C150208,2014,1,253,2.54,4.9884,R410A,1,30,3.11,4.6256,開利(香港)有限公司,是
東芝,RAS-18BKS-HK,U1-C150206,2014,2,722,5.26,3.5722,R410A,不適用,—,—,—,開利(香港)有限公司,否
東芝,RAS-13BKS-HK,U1-C150205,2014,2,501,3.59,3.6316,R410A,不適用,—,—,—,開利(香港)有限公司,否
東芝,RAS-10BKS-HK,U1-C150204,2014,2,375,2.72,3.6354,R410A,不適用,—,—,—,開利(香港)有限公司,否
富士電機,RSG12LMCB-A/ROG12LMCB-A,U1-C150192,2014,1,331,3.60,5.3509,R410A,1,36,4.40,5.0051,第一電業有限公司,是
富士電機,RSG09LMCB-A/ROG09LMCB-A,U1-C150190,2014,1,241,2.66,5.4482,R410A,1,23,3.07,5.4165,第一電業有限公司,是
富士電機,RSG09JMCB-A/ROG09JMCB-A,U1-C150189,2014,1,235,2.68,5.5941,R410A,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWG12LMCB/AOWG12LMCB,U1-C150188,2014,1,331,3.60,5.3509,R410A,1,36,4.40,5.0051,第一電業有限公司,是
珍寶,ASWG12JMCB/AOWG12JMCB,U1-C150187,2014,1,327,3.58,5.4185,R410A,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWG09LMCB/AOWG09LMCB,U1-C150186,2014,1,241,2.66,5.4482,R410A,1,23,3.07,5.4165,第一電業有限公司,是
珍寶,ASWG09JMCB/AOWG09JMCB,U1-C150185,2014,1,235,2.68,5.5941,R410A,不適用,—,—,—,第一電業有限公司,是
三菱電機,MSZ-GE71VA-E1,U1-C150183,2014,1,654,7.45,5.4869,R410A,1,74,7.96,4.7670,三菱電機,是
三菱電機,MSZ-GE60VA-E1,U1-C150182,2014,1,546,6.14,5.5525,R410A,1,62,6.77,4.7467,三菱電機,是
三菱電機,MSZ-GE50VA-E1,U1-C150181,2014,2,567,5.10,4.4550,R410A,1,56,5.73,4.4555,三菱電機,是
三菱電機,MSZ-GE42VA-E1,U1-C150180,2014,1,408,4.26,5.2049,R410A,1,53,5.49,4.4185,三菱電機,是
三菱電機,MSZ-GE35VA-E1,U1-C150179,2014,1,261,3.61,6.7705,R410A,1,36,3.96,4.8740,三菱電機,是
三菱電機,MSZ-GE25VA-E1,U1-C150178,2014,1,191,2.51,6.6083,R410A,1,27,3.18,5.1310,三菱電機,是
三菱電機,MSZ-YK18VA-H1,U1-C150158,2014,1,524,4.85,4.8228,R410A,1,58,6.15,4.5425,三菱電機,是
三菱電機,MSZ-YK12VA-H1,U1-C150157,2014,1,348,3.62,5.2257,R410A,1,42,4.57,4.6286,三菱電機,是
三菱電機,MSZ-YK09VA-H1,U1-C150156,2014,1,248,2.54,5.1960,R410A,1,32,3.54,4.5968,三菱電機,是
卓爾,SAC-S12K10S,U1-C150083,2014,3,513,3.22,3.1770,R410A,不適用,—,—,—,康富電器貿易有限公司,否
快意寶,S1210-PACS,U1-C150081,2014,3,513,3.22,3.1770,R410A,不適用,—,—,—,康富電器貿易有限公司,否
麥克維爾,M5WM25L/M5LC25C,U1-C150079,2014,3,961,5.82,3.1614,R410A,不適用,—,—,—,麥克維爾,否
麥克維爾,M5WM20L/M5LC20C,U1-C150078,2014,3,838,5.08,3.1673,R410A,不適用,—,—,—,麥克維爾,否
東芝,RAS-13N3KV-HK,U1-C150066,2014,1,381,3.46,4.6446,R410A,1,40,4.12,4.5873,開利(香港)有限公司,是
東芝,RAS-18N3KV-HK,U1-C150065,2014,1,449,5.01,5.6355,R410A,1,53,5.89,4.7351,開利(香港)有限公司,是
東芝,RAS-22N3KV-HK,U1-C150064,2014,1,585,6.01,5.1896,R410A,1,66,7.10,4.5986,開利(香港)有限公司,是
